index,question, answer,qa_file,system_answer,rag_context,memory_used,retrieval_time,query_time
10,"Last time, I asked to change the date of my hotel room reservation frmo one date to another. What dates were those?",24th and 28th,qa.csv,You changed the date from the 24th to the 28th.," - ['Sun-set hotel . May I help you ? '
 "" Yes , I have booked a room for 24th . It's a double room . ""
 "" Hold on , please . Let me check it for you . Yes , you're right . You will keep it for 3 days . ""
 ' Well , now I want to change the date from 24th to 28th . '
 ' OK , that shall be arranged . ']

 - ['Reservation , can I help you ? '
 ' Yes , I would like to reserve a room for next Monday . '
 ' Wait a moment , please . Let me check it . '
 ' By the way , I want a large room . '
 ' Right now we have a suite for 4 people , do you want to book it ? '
 "" Yes , that's what I am looking for . I will take the room for 2 days . ""]

 - ['Hi there , I want to reserve a hotel room . '
 ' No problem at all . Could I have your full name , please ? '
 ' Sure , John Sandals . '
 "" Hi , Mr . Sandals . I'm Michelle , at your service . When do you need the room ? ""
 ' My plans are to be there April 14th to the 17th . '
 ' We have new room rates , sir . Will that be acceptable to you ? '
 ' Well , it depends on the price , of course . What is it ? '
 "" It's $ 308 a night . "" ' I have no problem with that . '
 ' Great ! Would you prefer smoking or nonsmoking ? '
 "" Definitely nonsmoking . I can't handle that smell . ""
 ' Nonsmoking . Now , is a queen-size bed okay ? ' ' No problem . '
 ' Great , Mr . Sandals . Your reservation is confirmed . Now all I need is your phone number . '
 "" Of course ! It's area code 626-555-1739 . ""
 ' Thank you so much , Mr . Sandals . We look forward to seeing you ! ']",17262.0,0.022796630859375,0.5608408451080322
11,Our manager arrive tomorrow morning?,Yes,qa.csv,Alguém tem que ir buscar o chefe no aeroporto.," - ['Are you busy tomorrow morning ? ' "" I'm free . What's up ? ""
 ' Someone has to pick up the boss at the airport . '
 "" Oh , I just remembered I've got a report to write . ""]

 - [""I should tell you that I'm checking out in about 30 minutes . ""
 "" I'm ready when you are , sir . ""
 "" Very good ! Now , it's still morning here in New York . ""
 ' You are so right , sir . The clock just struck nine . '
 "" I'm going to spend some time exploring the city . What can I do with my luggage ? ""
 ' Sir , right here we have a storage site . Its only $ 5 an hour , but you need to leave a deposit . '
 "" A deposit ? Isn't my luggage a deposit ? ""
 "" I'm sorry , sir , but it isn't . Your MasterCard or VISA will take care of things nicely . ""
 ' Okay . Let me think about this . '
 "" Okay , sir . But don't take too long . You only have 30 minutes . ""]

 - ['Good morning , sir . Sorry to disturb you . May I make up the room now ? '
 "" Yes , please . We're on our way out , so we put the ' make up ' sign on . Could you bring us some towels and hangers ? ""
 ' No problem , sir . Everything will be ready when you come back . ']",17222.0,0.021501541137695312,0.5374419689178467
12,At what time did we make a reservation in the restaurant last time? That time when I was late by 10 minutes and you got angry,six thirty,qa.csv,Eu não tenho registro de uma conversa anterior sobre uma reserva em um restaurante. Eu apenas tenho registros das nossas conversas atuais sobre reservas de quartos. Posso ajudar com alguma outra coisa?," - ['Reservation , can I help you ? '
 ' Yes , I would like to reserve a room for next Monday . '
 ' Wait a moment , please . Let me check it . '
 ' By the way , I want a large room . '
 ' Right now we have a suite for 4 people , do you want to book it ? '
 "" Yes , that's what I am looking for . I will take the room for 2 days . ""]

 - ['Good afternoon , sir . Have you made a reservation ? '
 ' I am afraid not . Are there any vacant tables ? '
 "" I don't think so . You have to wait for about 10 minutes . ""
 "" That's all right . ""]

 - ['Sun-set hotel . May I help you ? '
 "" Yes , I have booked a room for 24th . It's a double room . ""
 "" Hold on , please . Let me check it for you . Yes , you're right . You will keep it for 3 days . ""
 ' Well , now I want to change the date from 24th to 28th . '
 ' OK , that shall be arranged . ']",17214.0,0.022320032119750977,1.5140390396118164
13,What was the name of the book store where i did buy 'The man and the Sea'?,Nani Book Store,qa.csv,You bought 'The Man and the Sea' at Nani Book Store.," - ['Nani Book Store . How can I help you ? '
 "" Do you have the ' The man and the Sea ' by Ernest Hemingway ? ""
 ' Yes , we have one copy left . ' ' Can you hold it for me ? ']

 - [""Excuse me . I am looking for a book called Little Women , but I can't find it anywhere . ""
 ' Let me see . I am sorry we just have sold it out . '
 ' Will you have it later ? '
 ' I think so . Could I have you name , telephone number ? If we get one , I will call you . '
 "" That's terrific . Thank you . ""]

 - ['Can I help you , sir ? ' "" Yes , I'd like a book about law . ""
 ' Would you tell me the name of the book and the author ? '
 "" Uh , the Origin of Law . And it's written by Professor Felix of Harvard . ""
 "" I'm sorry . It's out of stock now . Could you come by again next week ? ""
 ' Next week ? It is too late . I need it urgently . '
 ' Well , then , is it convenient to leave your phone number so that I can inform you as soon as we restock it ? '
 ' No , thanks any way . ' "" You're welcome . ""]",17222.0,0.021258115768432617,0.537341833114624
14,Maps of downtown area are free?,Yes,qa.csv,"Sim, os mapas da área central são gratuitos."," - ['Do you have maps of downtown area ? ' ' Yes , here you are . '
 ' How much is it ? ' "" It's free of charge . "" ' Thanks so much . ']

 - ['Excuse me . can you tell me where Main Street is ? '
 ' Turn left at the second light and then go straight for two blocks . '
 ' Is it far ? '
 ' No . it ’ s only five minutes walk . you can ’ t miss it . '
 ' Thanks a lot ' ' You are welcome ']

 - ['Excuse me . Can you tell me how to get to City Hall ? '
 "" Yes . Go to the next corner and turn left onto Center Street . Walk three blocks to Second Avenue and turn right . Walk two more blocks and you'll see City Hall on the left . ""
 "" I'm sorry . I didn't follow you . Could you please repeat that ? ""
 ' Okay . First , go to the next corner and turn left onto Center Street . '
 ' Uh-huh . '
 ' Then , walk three blocks to Second Avenue an turn right . Are you with me so far ? '
 "" Yes . I'm following you . ""
 ' Then , walk two more blocks an you ’ ll see City Hall on the left . Have you got all that ? '
 "" Yes . Now I've got it . Thank you very much . ""]",17222.0,0.020915985107421875,0.44367480278015137
15,Did you know that Mr.Sandals spent more than 300 dollars per night in a hotel?,"Yeah, it was in April",qa.csv,"Yes, I remember. According to our conversation, Mr. Sandals was quoted a rate of $308 per night for his hotel room during his stay in New York from April 14th to 17th."," - [""Hello , I'd like to reserve a hotel room . ""
 ' That should be no problem . May I have your full name , please ? '
 ' My name is John Sandals . '
 ' Hello , Mr . Sandals . My name is Michelle . What days do you need that reservation , sir ? '
 "" I'm planning to visit New York from Friday , April 14 until Monday , April 17 . ""
 ' Our room rates recently went up . Is that okay with you , Mr . Sandals ? '
 ' How much per night are we talking about ? '
 ' Each night will be $ 308 . ' ' That price is perfectly acceptable . '
 ' Wonderful ! Do you prefer a smoking or nonsmoking room ? '
 ' Nonsmoking , please . ' ' Next question , Is a queen-size bed okay ? '
 ' That sounds fine . '
 ' Okay , Mr . Sandals . Your reservation is in our computer . All we need now is a phone number . '
 ' Certainly . My phone number is 626-555-1739 . '
 ' Thank you , Mr . Sandals . We look forward to seeing you in New York ! ']

 - ['Hi there , I want to reserve a hotel room . '
 ' No problem at all . Could I have your full name , please ? '
 ' Sure , John Sandals . '
 "" Hi , Mr . Sandals . I'm Michelle , at your service . When do you need the room ? ""
 ' My plans are to be there April 14th to the 17th . '
 ' We have new room rates , sir . Will that be acceptable to you ? '
 ' Well , it depends on the price , of course . What is it ? '
 "" It's $ 308 a night . "" ' I have no problem with that . '
 ' Great ! Would you prefer smoking or nonsmoking ? '
 "" Definitely nonsmoking . I can't handle that smell . ""
 ' Nonsmoking . Now , is a queen-size bed okay ? ' ' No problem . '
 ' Great , Mr . Sandals . Your reservation is confirmed . Now all I need is your phone number . '
 "" Of course ! It's area code 626-555-1739 . ""
 ' Thank you so much , Mr . Sandals . We look forward to seeing you ! ']

 - ['Lili , let ’ s take a vacation ! '
 ' George , how can we ? Vacations cost money . And this month we don ’ t have much money left after paying the rent . '
 ' Well , Lili , we can visit different places in the state in our van 10 . We are not going to take a plane or stay at a hotel this time . Trust me , it won ’ t cost much . '
 ' Where will we sleep , then ? ' ' In the van . '
 ' What about other expenses ? '
 ' Let ’ s see . Gas , food , recreation , we won ’ t spend much . Come on . Don ’ t hesitate . We need to get out of the house once in a while . We have been working hard , haven ’ t we ? '
 ' Maybe you ’ re right . When do you plan to go ? '
 ' The sooner the better ! I can ’ t wait ! '
 ' Oh , I don ’ t know where we ’ re going yet . '
 ' As long as we ’ re going , you can decide where to go . I trust your judgments . I know you miss Chinese food , so we can eat at a Chinese restaurant this time . '
 ' Let ’ s go to Chicago.We can have lunch in Chinatown.Then we can go to a ball game at Wrigley Field ! '
 ' You have such good ideas ! ']",17348.0,0.02173447608947754,1.4461770057678223
16,What was the value that I was charged twice in the same bill?," ""6.5 dollar""",qa.csv,You were charged $6.50 (not 6.5) twice for the same thing.," - ['Could I have my bill , please ? ' ' Certainly , sir . '
 "" I'm afraid there's been a mistake . ""
 "" I'm sorry , sir . What seems to be the trouble ? ""
 ' I believe you have charged me twice for the same thing . Look , the figure of 6.5 dollar appears here , then again here . '
 "" I'll just go and check it for you , sir . ""]

 - ['How may I help you ? ' ' I ’ m having a problem . '
 ' What problem are you having ? '
 ' There have been charges made on my debit card that I didn ’ t make . '
 ' Do you have the statement for your card ? ' ' Here it is . '
 ' What are the charges you ’ re referring to ? '
 ' The last four charges on the page . '
 ' I ’ m afraid we ’ re going to have to investigate these charges . '
 ' How long will an investigation take ? '
 ' I honestly don ’ t know , but we will freeze payment on these charges . '
 ' That sounds absolutely fantastic . ']

 - ['I have to check out now . My name is Ruth Carson . Can I have my bill , please ? '
 "" Yes , it's $ 167 . "" ' Thank you . ']",17222.0,0.021332979202270508,0.6874511241912842
17,I don't like holes! Especially in my sheets!,I am sorry.,qa.csv,"I completely understand. Holes in your sheets can be quite frustrating. You were saying something about finding a hole in a sheet you just bought? The store offered to exchange it for a new one, which was very kind of them. Did you end up taking advantage of their offer?"," - ['Good evening , madam . Can I help you ? '
 ' Yes . I bought this sheet here yesterday . '
 ' Anything wrong with it ? '
 ' Yes . When I spread it out back home , I found this hole . '
 ' Oh , how awful ! May I have a look at the invoice ? ' ' Here it is . '
 "" Well . please accept our sincere apologies , I'll be glad to change it for another one if you wish . ""
 "" That's very kind of you . Thank you . ""
 "" We're sorry that this has happened , and I guarantee that the same mistake won't happen again . ""]

 - ['Look ! I bought these shoes only three weeks ago and there is a hole in them already . '
 ' If that happen to me , I ’ ll take them back to the shop . '
 ' I did . But they said they won ’ t change them . '
 ' That ’ s terrible . But if they wouldn ’ t change them , I know what I would do . ']

 - ['Is there anything I can do for you ? '
 ' Would you please show me that mural ? ' ' Certainly . Here you are . '
 ' It looks so beautiful . How much is it ? ' ' Four hundred yuan . '
 "" That's a bit more than I wanted to pay . Can you cut the price down a bit ? ""
 "" I'm sorry . Ours is a fixed price shop and I can assure you this is the best price you can get for a mural like this . ""
 "" Maybe you are right . OK , I'll take it . ""
 "" Well , I'll have it wrapped for you . ""
 ' Thank you . Here is four hundred yuan . '
 ' Thank you . Please come again . ']",17230.0,0.0207669734954834,1.8421270847320557
18,My wife liked your roses!,Thanks sir!,qa.csv,That's great to hear. I'm glad they were able to bring a smile to her face. Did you find them to be a good value at $20 a dozen?," - [""Henry married Rose only after her father's money , didn't he ? ""
 ' Yeah . But he soon feel regretted for it . '
 ' But he seems to be very happy with Rose . '
 ' He is more nice than wise . ']

 - ['Hello sir , how may I help you ? '
 ' I would like to buy some flowers , please . Something really nice . '
 ' I see , may I ask what the occasion is ? '
 ' It ’ s not really an occasion , it ’ s more like I ’ m sorry . '
 ' Very well.This arrangement here is very popular among regretful husbands and boyfriends . It has a dozen long stem red roses with a couple of sunflowers and a single orchid that stands out . It includes a small teddy bear to achieve the effect of immediate forgiveness . '
 ' I think I ’ m gonna need more than just a dozen red roses and a bear . What else do you recommend ? '
 ' Mmm , well this is our I ’ m sorry I cheated on you package . Two dozen red roses lined with tulips , carnations and lilies . The fragrance and beauty of this flower arrangement is sure to make her forgive you . '
 ' I don ’ t think that ’ s gonna cut it . I need something bigger and better ! '
 ' I ’ m sorry sir but , what exactly did you do ? '
 ' Well , I may have accidentally insinuated that she is getting chubbier . '
 ' Get out of my store , you jerk ! ']

 - ['I need to buy some flowers for my wife . '
 "" Perhaps you'd be interested in red roses . ""
 ' What would the roses cost me ? ' "" They're only $ 20 a dozen . ""
 ' I like the sound of that . ' "" Yes , that is today's sale price . ""
 ' A dozen will be fine . ' "" Is there anything else you'd like to get ? ""
 ' No , thank you . ' ' These roses should make your wife very happy . ']",17244.0,0.020490407943725586,1.1661784648895264
19,Room service is usually that bad?!,"No, i am sorry",qa.csv,"You've had a bit of a rough experience with the room service so far. It seems they're having some issues with the outlets in your room and now you're asking if room service is usually this bad. To be honest, every hotel has its ups and downs, but it sounds like they might be having a bit of an off day. Hopefully, things will turn around soon!"," - ['Room service , is there anything I can do for you ? '
 ' Yes , I am afraid there are not enough outlets . '
 ' Well , we have 6 for each room . '
 ' Yes , but 4 of them are broken . Can you send someone here ? '
 ' OK sir , please wait a minute . ']

 - ['Room service.What can I do for you ? '
 "" l am afraid there isn't any fancy soap in my room . ""
 ' Sorry sir , we will bring you one.Anything else ? '
 ' Yes.Bring me a bath towel as well . ']

 - ['Room service . '
 "" Good morning . This is room 113 . I'd like some breakfast , please . ""
 ' Right . Excuse me . Mrs . Jones ? ' "" That's right . ""
 ' What can I do for you ? '
 "" I'd like some grapefruit juice , marmalade , two scrambled eggs with two sausages , toast , and a pot of black coffee , please . How long will it take ? ""
 "" Just a few minutes , ma'am . "" ' Great . Thank you . ']",17202.0,0.020673751831054688,2.4309937953948975
20,Should I speed up or slow down when I see a red light?," ""DO NOT SPEED UP!""",qa.csv,"You definitely should slow down. When you see a red light, it means you need to come to a complete stop before proceeding with caution. Speeding up at a red light is actually against the rules and can be very dangerous. As you mentioned earlier, you learned that yellow means slow down, not speed up. It's always best to err on the side of caution and slow down or come to a complete stop when approaching a red light."," - [""Why'd you pull me over ? ""
 ' Are you aware that you drove through a red light ? '
 ' I ran a red light ? ' ' Yes , you did . '
 "" I apologize , but I didn't realize that I did . ""
 "" Weren't you taught that yellow means slow down , not speed up ? ""
 ' I did learn that . ' ' So , then why did you speed up ? '
 "" I don't know what to tell you . ""
 "" I'm going to have to write you a ticket . "" ' I understand . '
 "" Here you go . Don't do that again . ""]

 - ['how long will it take us to drive to London ? '
 ' I think it ’ s a distance of 180 kilometers from here to London , so it should be a two-hour drive on the motorway . '
 ' that ’ s unless there is a traffic jam . It could take three hours . '
 ' you ’ re right . We will be able to travel at high speeds at the beginning and end of the journey , because we will be in built-up areas . '
 ' so , shall we allow three hours to cover the distance ? '
 ' ok . You haven ’ t seen my company car , have you ? '
 ' no . let me take a look ... it ’ s longer than my car . '
 ' I think it ’ s over five meters long . I can ’ t remember exactly . It has a maximum speed of over 200 kilometers an hour . '
 ' wow ! That ’ s fast ! I don ’ t think we will be traveling that fast on the motorway . '
 ' we can ’ t . if we went that fast , we would break the speed limit . ']

 - ['May I ask a question ? ' "" Yes , what's it ? ""
 ' What does mph stand for ? ' "" It's miles per hour . ""]",17230.0,0.02132105827331543,2.814890146255493
